,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n,TOTAL,Código de entidad,Código de sector,Tipo de gasto,Entidad,Sector,Cuenta,Subcuenta,Objeto,Ordinal,Rubro
252,2401.0,600.0,100.0,51102d,1000000000.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,Construccion mejoramiento y mantenimiento de la carretera club campestre -armenia pereira chinchina la manuela la felisa y variantes troncal del eje cafetero quindio. risaralda caldas. valle del cauca,5. convergencia regional integración de territorios bajo el principio de la conectividad física y la multimodalidad,5. convergencia regional integración de territorios bajo el principio de la conectividad física y la multimodalidad
253,2401.0,600.0,101.0,51102d,11250000000.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,Construccion mejoramiento y mantenimiento de la carretera tame corocoro arauca transversal corredor fronterizo del oriente colombiano arauca,5. convergencia regional/d integracion de territorios bajo el principio de la conectividad física y la multimodalidad,5. convergencia regional/d integracion de territorios bajo el principio de la conectividad física y la multimodalidad
254,2401.0,600.0,102.0,51102d,550000000.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,Construccion mejoramiento y mantenimiento de la carretera medellin-santuario-puerto triunfo-cruce ruta 45 y tobiagrande-santafe de bogota transversal medellin-bogotá cundinamarca antioquia,5 convergencia regional/ /d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5 convergencia regional/ /d integración de territorios bajo el principio de la conectividad física y la multimodalidad
255,2401.0,600.0,105.0,51102d,291325211.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,Construccion mejoramiento y mantenimiento de las vias transferidas por la emergencia del rio páez cauca huila,5 convergencia regional /d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5 convergencia regional /d integración de territorios bajo el principio de la conectividad física y la multimodalidad
256,2401.0,600.0,112.0,51102d,548303199.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,Construccion mejoramiento y mantenimiento de la carretera rumichaca-palmira-cerrito medellin-sincelejo-barranquilla troncal de occidente nariño cauca. valle del cauca. risaralda. caldas. antioquia córdoba sucre. bolivaratlantico previo con,5 convergencia regional /d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5 convergencia regional /d integración de territorios bajo el principio de la conectividad física y la multimodalidad
257,2401.0,600.0,118.0,51102d,100344280.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,Construccion mejoramiento y mantenimiento de la carretera buenaventura-bogota villavicencio-puerto gaitan-el porvenir-puerto carreño. transversal buenaventura- villavicencio-puerto carreño valle del cauca. quindio tolima c/marca. meta. vichada-,5 convergencia regional integración de territorios bajo el principio de la conectividad física la multimodalidad,5 convergencia regional integración de territorios bajo el principio de la conectividad física la multimodalidad
258,2401.0,600.0,130.0,51102d,6000000000.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,Construcción mejoramiento y mantenimiento de la carretera duitama-sogamoso-aguazul accesos a yopal en los departamentos de boyaca. casanare,5 convergencia regional/d integracion de territorios bajo el principio de la conectividad fisica y la multimodalidad,5 convergencia regional/d integracion de territorios bajo el principio de la conectividad fisica y la multimodalidad
259,2401.0,600.0,132.0,51102d,1082282791.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,"Construccion mejoramiento y mantenimiento de la carretera villagarzón-la mina-san juan de arama-villavicencio-tame saravena-puente internacional rio arauca troncal villagarzon. saravena putumayo. caqueta, meta. casanare",5 convergencia regional integración de territorios bajo el principio de la conectividad física y la multimodalidad,5 convergencia regional integración de territorios bajo el principio de la conectividad física y la multimodalidad
260,2401.0,600.0,138.0,51102d,3567500000.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,Construccion mejoramiento y mantenimiento de vías alternas a la troncal de occidente narino antioquia cauca. valle del cauca risaralda,5 convergencia regional /d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5 convergencia regional /d integración de territorios bajo el principio de la conectividad física y la multimodalidad
261,2401.0,600.0,139.0,51102d,1500000000.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,Construccion de obras de emergencia en la infraestructura de la red vial primaria nacional,5 convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5 convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad
262,2402.0,600.0,12.0,51102a,1725712191.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial regional,Intersubsectorial transporte,"Mejoramiento, mantenimiento y rehabilitacion de corredores rurales productivos colombia rural nacional",5 convergencia regional/ intervención de vías regionales (secundarias y terciarias). terminales fluviales y aeródromos,5 convergencia regional/ intervención de vías regionales (secundarias y terciarias). terminales fluviales y aeródromos
263,2402.0,600.0,13.0,51102a,2844411095.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial regional,Intersubsectorial transporte,Construccion mejoramiento y mantenimiento de infraestructura para conectar territorios gobiernos y poblaciones nacional,5 convergencia regional/ intervención de vias regionales (secundarias y terciarias). terminales fluviales y aerodromos,5 convergencia regional/ intervención de vias regionales (secundarias y terciarias). terminales fluviales y aerodromos
264,2402.0,600.0,16.0,51102a,60000000000.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura red vial regional,Intersubsectorial transporte,"Construccion mejoramiento, mantenimiento. rehabilitacion y estudios del programa colombia avanza: cartago-novita (choco), belen de bajirá-rio sucio (choco). quibdo-pereira quibdo-medellin (choco). vía el aro (antioquia). arauquita-saravena (arauca",5 convergencia regional/ intervención de vías regionales (secundarias y terciarias). terminales fluviales y aerodromos,5 convergencia regional/ intervención de vías regionales (secundarias y terciarias). terminales fluviales y aerodromos
265,2406.0,600.0,8.0,51102a,360456.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Infraestructura de transporte fluvial,Intersubsectorial transporte,Construcción y mantenimiento de transbordadores nacional 5 convergencia regional a intervención de vías regionales,(secundarias y terciarias). terminales fluviales y aeródromos,(secundarias y terciarias). terminales fluviales y aeródromos
266,2409.0,600.0,4.0,51102d,19978690.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Seguridad de transporte,intersubsectorial transporte,Construcción de obras de emergencia en la infraestructura de transporte nacional,5. convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5. convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad
267,2499.0,600.0,18.0,51102d,370000000.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Fortalecimiento de la gestión y dirección del sector transporte,Intersubsectorial transporte,Implementación monitoreo y seguimiento del modelo integrado de planeación y gestion mipg de invias nacional,5. convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5. convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad
268,2499.0,600.0,19.0,51102d,93940000.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Fortalecimiento de la gestión y dirección del sector transporte,Intersubsectorial transporte,Capacitación integral para los funcionarios del instituto nacional de vías nacional,5 convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5 convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad
269,2499.0,600.0,20.0,51102d,1487285405.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Fortalecimiento de la gestión y dirección del sector transporte,Intersubsectorial transporte,"Mejoramiento mantenimiento, adecuación y adquisición de edificios sedes del invias nacional",5. convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5. convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad
270,2499.0,600.0,21.0,51102d,3249000.0,2402,24,Inversión,Instituto nacional de vías,Transporte,Fortalecimiento de la gestión y dirección del sector transporte,Intersubsectorial transporte,Renovación actualización y mantenimiento de las tecnologías de la información y las comunicaciones en el invías nacional,5. convergencia regional/ integración de territorios bajo el principio de la conectividad física y la multimodalidad,5. convergencia regional/ integración de territorios bajo el principio de la conectividad física y la multimodalidad
271,2401.0,600.0,80.0,51102d,81831405.0,2413,24,Inversión,Agencia nacional de infraestructura,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,Desarrollo de obras complementarias gestión social ambiental predial de los contratos de concesión vial nacional,5 convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5 convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad
272,2401.0,600.0,84.0,51102d,1161919608443.0,2413,24,Inversión,Agencia nacional de infraestructura,Transporte,Infraestructura red vial primaria,Intersubsectorial transporte,Rehabilitación mejoramiento. construccion mantenimiento y operación de la red vial primaria concesionada a nivel nacional,5. convergencia regional /d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5. convergencia regional /d integración de territorios bajo el principio de la conectividad física y la multimodalidad
273,2499.0,600.0,8.0,51102d,1942433313.0,2413,24,Inversión,Agencia nacional de infraestructura,Transporte,Fortalecimiento de la gestión y dirección del sector transporte,Intersubsectorial transporte,Apoyo para la gestión de la agencia nacional de infraestructura a traves de asesorías y consultorías nacional,5 convergencia regional/ d. integración de territorios bajo el principio de la conectividad física y la multimodalidad,5 convergencia regional/ d. integración de territorios bajo el principio de la conectividad física y la multimodalidad
274,2499.0,600.0,10.0,51102d,264734095.0,2413,24,Inversión,Agencia nacional de infraestructura,Transporte,Fortalecimiento de la gestión y dirección del sector transporte,Intersubsectorial transporte,Implementacion del sistema de gestion documental de la agencia nacional de infraestructura nacional,5 convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5 convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad
275,2410.0,600.0,1.0,51102d,100262406.0,2414,24,Inversión,Unidad de planeación del sector de infraestructura de transporte,Transporte,Regulación y supervisión de infraestructura y servicios de transporte,Intersubsectorial transporte,Fortalecimiento de la gestion de planeacion de la infraestructura de transporte de manera integral nacional,5 convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5 convergencia regional d integración de territorios bajo el principio de la conectividad física y la multimodalidad
276,2410.0,600.0,4.0,51102d,337475000.0,2414,24,Inversión,Unidad de planeación del sector de infraestructura de transporte,Transporte,Regulación y supervisión de infraestructura y servicios de transporte,Intersubsectorial transporte,Formulación conexión férrea andes-orinoquía villavicencio- puerto gaitan nacional 5. convergencia regional /d,5. convergencia regional /d integración de territorios bajo el principio de la conectividad física y la multimodalidad,5. convergencia regional /d integración de territorios bajo el principio de la conectividad física y la multimodalidad
277,2.0,,,,3351200000.0,2902,29,Funcionamiento,Instituto nacional de medicina legal y ciencias forenses,Fiscalía,Adquisición de bienes y servicios,,,,Adquisición de bienes y servicios
278,3.0,3.0,1.0,999,12721800000.0,2902,29,Funcionamiento,Instituto nacional de medicina legal y ciencias forenses,Fiscalía,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
279,8.0,1.0,,,41941000.0,2902,29,Funcionamiento,Instituto nacional de medicina legal y ciencias forenses,Fiscalía,"Gastos por tributos. multas, sanciones e intereses de mora",Impuestos,,,Impuestos
280,2901.0,800.0,10.0,20111d,30479907.0,2902,29,Inversión,Instituto nacional de medicina legal y ciencias forenses,Fiscalía,Efectividad de la investigación penal científica,Intersubsectorial justicia,Fortalecimiento del sistema de certificación de peritos forenses a nivel nacional,2 seguridad humana y justicia social/1 d capacidades y la oferta del sistema de justicia,2 seguridad humana y justicia social/1 d capacidades y la oferta del sistema de justicia
281,2901.0,800.0,15.0,20111d,900000000.0,2902,29,Inversión,Instituto nacional de medicina legal y ciencias forenses,Fiscalía,Efectividad de la investigación penal científica,Intersubsectorial justicia,Fortalecimiento del conocimiento científico forense en el instituto nacional de medicina legal y ciencias forenses nacional,2. seguridad humana y justicia social d capacidades y la oferta del sistema de justicia,2. seguridad humana y justicia social d capacidades y la oferta del sistema de justicia
282,2901.0,800.0,16.0,20113a,5551302830.0,2902,29,Inversión,Instituto nacional de medicina legal y ciencias forenses,Fiscalía,Efectividad de la investigación penal científica,Intersubsectorial justicia,Fortalecimiento del instituto nacional de medicina legal y ciencias forenses en atención a los retos del posconflicto a nivel nacional,2 seguridad humana y justicia social a. fortalecimiento de la búsqueda de personas dadas por desaparecidas,2 seguridad humana y justicia social a. fortalecimiento de la búsqueda de personas dadas por desaparecidas
283,2999.0,800.0,10.0,20110c,314628814.0,2902,29,Inversión,Instituto nacional de medicina legal y ciencias forenses,Fiscalía,Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Construcción y dotación sede medicina legal seccional quibdo,2. seguridad humana y justicia social c renovación de la arquitectura institucional del sistema de justicia,2. seguridad humana y justicia social c renovación de la arquitectura institucional del sistema de justicia
284,2999.0,800.0,11.0,20110c,1008526523.0,2902,29,Inversión,Instituto nacional de medicina legal y ciencias forenses,Fiscalía,Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Construcción y dotación sede medicina legal regional oriente soacha,2. seguridad humana y justicia social c renovación de la arquitectura institucional del sistema de justicia,2. seguridad humana y justicia social c renovación de la arquitectura institucional del sistema de justicia
285,2999.0,800.0,17.0,53105b,86400.0,2902,29,Inversión,Instituto nacional de medicina legal y ciencias forenses,Fiscalía,Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Fortalecimiento de la planeación estratégica y del sistema integrado de gestion en el instituto nacional de medicina legal y ciencias forenses nacional,5. convergencia regional/ b entidades públicas territoriales y nacionales fortalecidas,5. convergencia regional/ b entidades públicas territoriales y nacionales fortalecidas
286,2999.0,800.0,19.0,53105b,34526.0,2902,29,Inversión,Instituto nacional de medicina legal y ciencias forenses,Fiscalía,Fortalecimiento de la gestión y dirección del sector fiscalía,Intersubsectorial justicia,Mejoramiento del parque automotor del instituto nacional de medicina legal y ciencias forenses a nivel nacional,5. convergencia regional b. entidades públicas territoriales y nacionales fortalecidas,5. convergencia regional b. entidades públicas territoriales y nacionales fortalecidas
287,3.0,3.0,1.0,34,508192557.0,3201,32,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fortalecimiento a la consulta previa convenio 169 oit ley 21 de 1991. ley 70 de 1993,Fortalecimiento a la consulta previa convenio 169 oit ley 21 de 1991. ley 70 de 1993
288,3.0,3.0,1.0,34,315000000.0,3201,32,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fortalecimiento a la consulta previa convenio 169 oit ley 21 de 1991. ley 70 de 1993,Fortalecimiento a la consulta previa convenio 169 oit ley 21 de 1991. ley 70 de 1993
289,3.0,3.0,1.0,999,1000000000.0,3201,32,Funcionamiento,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
290,3201.0,900.0,10.0,40101a,127327000000.0,3201,32,Inversión,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Fortalecimiento del desempeño ambiental de los sectores productivos,Fortalecimiento de los procesos de la evaluacion y el seguimiento de las licencias. permisos y tramites ambientales en el territorio nacional,Apoyo financiero al desarrollo de planes. programas y proyectos a través del fondo para la vida y biodiversidad nacional,"4. transformación productiva, internacionalización y accion clímatica a freno de la deforestación, restauración y conservación de la amazonía","4. transformación productiva, internacionalización y accion clímatica a freno de la deforestación, restauración y conservación de la amazonía"
291,3208.0,900.0,5.0,10101a,500000000.0,3201,32,Inversión,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Educacion ambiental,Intersubsectorial ambiente,Fortalecimiento de las capacidades institucionales para implementar procesos interculturales de educación y participación en torno a la preservación de la naturaleza para la vida. el ordenamiento alrededor del agua y gobernanza ambiental nacional,I ordenamiento del territorio alrededor del agua y justicia ambiental/ a implementación del acuerdo de escazu,I ordenamiento del territorio alrededor del agua y justicia ambiental/ a implementación del acuerdo de escazu
292,3299.0,900.0,19.0,10101b,1000000000.0,3201,32,Inversión,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Fortalecimiento de la gestión y direccion del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Fortalecimiento y transformación digital de la estrategia de la ti en el ministerio de ambiente y desarrollo sostenible nacional,"1. ordenamiento del territorio alrededor del agua y justicia ambiental b democratización del conocimiento, la información ambiental y de riesgo de desastres","1. ordenamiento del territorio alrededor del agua y justicia ambiental b democratización del conocimiento, la información ambiental y de riesgo de desastres"
293,3299.0,900.0,21.0,10101c,500000000.0,3201,32,Inversión,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Fortalecimiento de la gestión y direccion del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Modernización institucional para aumentar la eficacia de la gestión del ministerio de ambiente y desarrollo sostenible nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental/ c modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,1. ordenamiento del territorio alrededor del agua y justicia ambiental/ c modernización de la institucionalidad ambiental y de gestión del riesgo de desastres
294,3202.0,900.0,6.0,40101b,5145100254.0,3201,32,Inversión,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Conservación de la biodiversidad y sus servicios ecosistémicos,Intersubsectorial ambiente,Conservación de la diversidad biológica de las áreas protegidas del sinap nacional 4. transformación productiva internacionalización y acción,Clímatica restauración participativa de ecosistemas. áreas protegidas y otras áreas ambientalmente estratégicas,Clímatica restauración participativa de ecosistemas. áreas protegidas y otras áreas ambientalmente estratégicas
295,3299.0,900.0,2.0,10101c,990793298.0,3201,32,Inversión,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Fortalecimiento de la gestión y direccion del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Mejoramiento de la capacidad institucional en infraestructura tecnológica y física. para el mejoramiento de la disponibilidad y divulgación de la información. nacional,1 ordenamiento del territorio alrededor del agua y justicia ambiental/c modernización de la institucionalidad ambiental y de gestion del riesgo de desastres,1 ordenamiento del territorio alrededor del agua y justicia ambiental/c modernización de la institucionalidad ambiental y de gestion del riesgo de desastres
296,3299.0,900.0,3.0,10101c,1588765137.0,3201,32,Inversión,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Fortalecimiento de la gestión y direccion del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Mejoramiento de la infraestructura física en los parques nacionales naturales de colombia y sus areas protegidas nacional,1. ordenamiento del territorio alrededor del agua y justicia ambiental/c modernización de la institucionalidad ambiental y de gestión del riesgo de desastres,1. ordenamiento del territorio alrededor del agua y justicia ambiental/c modernización de la institucionalidad ambiental y de gestión del riesgo de desastres
297,3201.0,900.0,,10101d,37117316.0,3201,32,Inversión,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Fortalecimiento del desempeño ambiental de los sectores productivos,Fortalecimiento de los procesos de la evaluacion y el seguimiento de las licencias. permisos y tramites ambientales en el territorio nacional,,,Fortalecimiento de los procesos de la evaluacion y el seguimiento de las licencias. permisos y tramites ambientales en el territorio nacional
298,3299.0,900.0,2.0,10101c,169137318.0,3201,32,Inversión,Ministerio de ambiente y desarrollo sostenible,Ambiente y desarrollo sostenible,Fortalecimiento de la gestión y direccion del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Mejoramiento de la capacidad institucional en infraestructura tecnológica y física. para el mejoramiento de la disponibilidad y divulgación de la información. nacional,1 ordenamiento del territorio alrededor del agua y justicia ambiental/c modernización de la institucionalidad ambiental y de gestion del riesgo de desastres,1 ordenamiento del territorio alrededor del agua y justicia ambiental/c modernización de la institucionalidad ambiental y de gestion del riesgo de desastres
299,2.0,,,,665549278.0,3202,32,Funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",Ambiente y desarrollo sostenible,Adquisición de bienes y servicios,,,,Adquisición de bienes y servicios
300,8.0,1.0,,,84815000.0,3202,32,Funcionamiento,"Instituto de hidrología, meteorología y estudios ambientales - ideam",Ambiente y desarrollo sostenible,"Gastos por tributos. multas, sanciones e intereses de mora",Impuestos,,,Impuestos
301,3204.0,900.0,3.0,10101b,11501804.0,3202,32,Inversión,"Instituto de hidrología, meteorología y estudios ambientales - ideam",Ambiente y desarrollo sostenible,Gestión de la información el conocimiento ambiental,Intersubsectorial ambiente,Fortalecimiento de la gestión del conocimiento hidrológico. meteorológico y ambiental nacional,I ordenamiento del territorio alrededor del agua y justicia ambiental/ b democratizacion del conocimiento. la información ambiental y de riesgo de desastres,I ordenamiento del territorio alrededor del agua y justicia ambiental/ b democratizacion del conocimiento. la información ambiental y de riesgo de desastres
302,3299.0,900.0,2.0,10101c,4374323000.0,3202,32,Inversión,"Instituto de hidrología, meteorología y estudios ambientales - ideam",Ambiente y desarrollo sostenible,Fortalecimiento de la gestión y direccion del sector ambiente y desarrollo sostenible,Intersubsectorial ambiente,Mejoramiento de la capacidad institucional en infraestructura tecnológica y física. para el mejoramiento de la disponibilidad y divulgación de la información. nacional,1 ordenamiento del territorio alrededor del agua y justicia ambiental/c modernización de la institucionalidad ambiental y de gestion del riesgo de desastres,1 ordenamiento del territorio alrededor del agua y justicia ambiental/c modernización de la institucionalidad ambiental y de gestion del riesgo de desastres
303,3.0,3.0,1.0,999,86400000000.0,3301,33,Funcionamiento,"Ministerio de las culturas, las artes y los saberes","Ministerio de las culturas, las artes y los saberes ancestrales",Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
304,3302.0,1603.0,12.0,20302b,629723081.0,3304,33,Inversión,Archivo general de la nación,"Ministerio de las culturas, las artes y los saberes ancestrales","Gestión, protección y salvaguardia del patrimonio cultural colombiano",Arte y cultura,Fortalecimiento de la política de archivos y gestión documental para la transparencia y el acceso a la información pública nacional,2. seguridad humana y justicia social/b reconocimiento. salvaguardia y fomento de la memoria viva. el patrimonio las culturas y los saberes,2. seguridad humana y justicia social/b reconocimiento. salvaguardia y fomento de la memoria viva. el patrimonio las culturas y los saberes
305,3399.0,1603.0,6.0,20302d,2411222785.0,3304,33,Inversión,Archivo general de la nación,"Ministerio de las culturas, las artes y los saberes ancestrales",Fortalecimiento de la gestión y dirección del sector cultura,Arte y cultura,Fortalecimiento de la planeación y gestión institucional en el archivo general de la nacion nacional,2 seguridad humana y justicia social d gobernanza cultural,2 seguridad humana y justicia social d gobernanza cultural
306,3.0,3.0,1.0,999,9000000000.0,3305,33,Funcionamiento,Instituto colombiano de antropología e historia,"Ministerio de las culturas, las artes y los saberes ancestrales",Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
307,3399.0,1603.0,3.0,20302b,455034653.0,3305,33,Inversión,Instituto colombiano de antropología e historia,"Ministerio de las culturas, las artes y los saberes ancestrales",Fortalecimiento de la gestión y dirección del sector cultura,Arte y cultura,Optimización de las condiciones de la infraestructura fisica administrativa y tecnológica del icanh nacional,"2 seguridad humana y justicia social b reconocimiento, salvaguardia y fomento de la memoria viva el patrimonio las culturas y los saberes","2 seguridad humana y justicia social b reconocimiento, salvaguardia y fomento de la memoria viva el patrimonio las culturas y los saberes"
308,3.0,3.0,1.0,999,4500000000.0,3307,33,Funcionamiento,Instituto caro y cuervo,"Ministerio de las culturas, las artes y los saberes ancestrales",Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias distribución previo concepto dgppn,Otras transferencias distribución previo concepto dgppn
309,8.0,1.0,,,7413704.0,3307,33,Funcionamiento,Instituto caro y cuervo,"Ministerio de las culturas, las artes y los saberes ancestrales","Gastos por tributos. multas, sanciones e intereses de mora",Impuestos,,,Impuestos
310,8.0,3.0,,,5495576.0,3307,33,Funcionamiento,Instituto caro y cuervo,"Ministerio de las culturas, las artes y los saberes ancestrales","Gastos por tributos. multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,Tasas y derechos administrativos
311,3302.0,1603.0,3.0,20302b,198965618.0,3307,33,Inversión,Instituto caro y cuervo,"Ministerio de las culturas, las artes y los saberes ancestrales","Gestión, protección y salvaguardia del patrimonio cultural colombiano",Arte y cultura,Fortalecimiento de las capacidades para la protección y salvaguardia del patrimonio inmaterial lingüistico a nivel nacional,2 seguridad humana y justicia social/ b reconocimiento salvaguardia y fomento de la memoria viva el patrimonio las culturas y los saberes,2 seguridad humana y justicia social/ b reconocimiento salvaguardia y fomento de la memoria viva el patrimonio las culturas y los saberes
312,3399.0,1603.0,5.0,20302d,758385406.0,3307,33,Inversión,Instituto caro y cuervo,"Ministerio de las culturas, las artes y los saberes ancestrales",Fortalecimiento de la gestión y dirección del sector cultura,Arte y cultura,Adecuación de la infraestructura física de las sedes del instituto caro y cuervo para la divulgación del patrimonio cultural bogota chia nacional nacional,2. seguridad humana y justicia social d gobernanza cultural,2. seguridad humana y justicia social d gobernanza cultural
313,3.0,1.0,1.0,1,25823825000.0,3501,35,Funcionamiento,"Ministerio de comercio, industria y turismo","Comercio, industria y turismo",Transferencias corrientes,Subvenciones,A empresas públicas financieras,transferencia de recursos al patrimonio autónomo fideicomiso de promoción de exportaciones proexport artículo 33 ley 1328 de 2009,transferencia de recursos al patrimonio autónomo fideicomiso de promoción de exportaciones proexport artículo 33 ley 1328 de 2009
314,3.0,2.0,2.0,,1865518167.0,3501,35,Funcionamiento,"Ministerio de comercio, industria y turismo","Comercio, industria y turismo",Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,A organizaciones internacionales
315,3.0,3.0,4.0,29,1000000000.0,3501,35,Funcionamiento,"Ministerio de comercio, industria y turismo","Comercio, industria y turismo",Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,Recursos al fondo fílmico colombia (ffc) ley 1556 de 2012,Recursos al fondo fílmico colombia (ffc) ley 1556 de 2012
316,3.0,11.0,9.0,1,5500000000.0,3501,35,Funcionamiento,"Ministerio de comercio, industria y turismo","Comercio, industria y turismo",Transferencias corrientes,A empresas diferentes de subvenciones,Comercio al por mayor y al por menor reparación de vehículos automotores y motocicletas,Transferencia a artesanías de colombia s.a,Transferencia a artesanías de colombia s.a
317,3501.0,200.0,2.0,40401e,517000000.0,3501,35,Inversión,"Ministerio de comercio, industria y turismo","Comercio, industria y turismo",Internacionalización de la economía,Intersubsectorial industria y comercio,Apoyo al gobierno en una correcta inserción de colombia en los mercados internacionales apertura de nuevos mercados y la profundización de los existentes nacional,4 transformacion productiva internacionalización y acción clímatica /e política de internacionalización sostenible,4 transformacion productiva internacionalización y acción clímatica /e política de internacionalización sostenible
318,3502.0,200.0,21.0,20307c,1600000000.0,3501,35,Inversión,"Ministerio de comercio, industria y turismo","Comercio, industria y turismo",Productividad y competitividad de las empresas colombianas,Intersubsectorial industria y comercio,Apoyo para el acceso a los mercados de las unidades productivas de la población víctima del conflicto armado nacional 2. seguridad humana y justicia social c fomento y,Fortalecimiento a la comercialización los circuitos cortos y los mercados locales de la ep,Fortalecimiento a la comercialización los circuitos cortos y los mercados locales de la ep
